v: (0.073899, 0.182763, 0.13065)
v: (0.053684, 0.178025, 0.133628)
v: (0.072281, 0.109004, 0.174312)
v: (0.059997, 0.108261, 0.176901)
v: (0.057115, 0.107334, 0.135606)
v: (0.0708, 0.108001, 0.133595)
v: (0.076793, 0.109528, 0.165276)
v: (0.078206, 0.109101, 0.143881)
v: (0.071632, 0.077108, 0.177305)
v: (0.061395, 0.077008, 0.179366)
v: (0.070795, 0.073792, 0.139909)
v: (0.058605, 0.073334, 0.141653)
v: (0.057654, 0.075584, 0.172784)
v: (0.053635, 0.073372, 0.154405)
v: (0.07578, 0.075868, 0.170004)
v: (0.07711, 0.07468, 0.151003)
v: (0.060127, 0.272851, 0.119993)
v: (0.013912, 0.261281, -0.15811)
v: (0.024197, 0.285538, -0.219806)
v: (0.019332, 0.271307, -0.103913)
v: (0.044042, 0.307404, -0.067427)
v: (0.063344, 0.377855, -0.073346)
v: (0.014598, 0.460001, 0.109443)
v: (-0.021897, 0.227333, -0.357102)
v: (0.008748, 0.290628, -0.312751)
v: (-0.005285, 0.214725, -0.300733)
v: (0.004628, 0.291121, -0.260121)
v: (0.006784, 0.341899, -0.2368)
v: (-0.00688, 0.363494, -0.284656)
v: (-0.010535, 0.339426, -0.224515)
v: (0.010072, 0.36467, -0.229302)
v: (-0.006381, 0.125813, -0.356543)
v: (0.00836, 0.217917, -0.325753)
v: (0.017227, 0.377148, -0.238142)
v: (0.069341, 0.388048, -0.160956)
v: (0.085506, 0.395523, 0.126201)
v: (0.01716, 0.289816, -0.289688)
v: (0.018055, 0.348098, -0.258767)
v: (0.089727, 0.325862, -0.148277)
v: (0.066452, 0.336425, -0.061829)
v: (0.088509, 0.310543, 0.122088)
v: (0.000694, 0.435759, -0.163827)
v: (0.064835, 0.149108, -0.14999)
v: (0.042006, 0.289073, 0.01008)
v: (0.06819, 0.276133, -0.209949)
v: (0.087394, 0.208988, -0.158419)
v: (0.061739, 0.294484, -0.08106)
v: (0.057468, 0.375245, -0.213223)
v: (0.026667, 0.319877, -0.228054)
v: (0.014773, 0.405797, -0.223359)
v: (-1e-06, 0.323315, -0.222115)
v: (-0, 0.357004, -0.230756)
v: (0.01889, 0.366073, -0.229921)
v: (0.000711, 0.41181, -0.226282)
v: (0.056127, 0.108194, 0.168973)
v: (0.054266, 0.107703, 0.147947)
v: (0.069674, 0.315979, 0.120173)
v: (0.03583, 0.413888, -0.163112)
v: (0.041006, 0.44315, 0.112261)
v: (0.026737, 0.394058, -0.214903)
v: (0.060333, 0.113805, -0.196522)
v: (0.076867, 0.114801, -0.19976)
v: (0.064312, 0.053928, -0.20351)
v: (0.018386, 0.264027, 0.007433)
v: (0.054598, 0.152696, -0.157325)
v: (0.020107, 0.289246, -0.075079)
v: (0.031927, 0.282334, -0.091881)
v: (-0.010546, 0.130246, -0.365069)
v: (0.013361, 0.354903, -0.273365)
v: (0.013956, 0.387993, -0.243624)
v: (0.015812, 0.429318, -0.164544)
v: (0.015169, 0.441771, -0.005394)
v: (0.001263, 0.222774, -0.345011)
v: (0.07854, 0.243144, 0.122593)
v: (0.048122, 0.229793, 0.138255)
v: (0.03572, 0.250156, 0.134942)
v: (0.08058, 0.432022, 0.252393)
v: (-2e-05, 0.459852, 0.486814)
v: (-2.1e-05, 0.463667, 0.486973)
v: (-1.9e-05, 0.47259, 0.477274)
v: (-1.4e-05, 0.511617, 0.431304)
v: (-8e-06, 0.557761, 0.378202)
v: (0.019746, 0.448213, 0.443557)
v: (0.010769, 0.445726, 0.45489)
v: (0.017754, 0.453102, 0.431191)
v: (0.022173, 0.457694, 0.416185)
v: (0.007258, 0.443893, 0.465079)
v: (0.017377, 0.447375, 0.443081)
v: (0.025197, 0.459243, 0.41313)
v: (0.027285, 0.456057, 0.415145)
v: (0.031211, 0.459239, 0.411853)
v: (0.030538, 0.458278, 0.41112)
v: (0.008514, 0.443686, 0.468092)
v: (-1.8e-05, 0.444916, 0.470505)
v: (0.005593, 0.444611, 0.462969)
v: (0.012385, 0.465998, 0.476053)
v: (0.011687, 0.460719, 0.475332)
v: (0.006949, 0.467226, 0.483541)
v: (0.00799, 0.463958, 0.484084)
v: (0.007624, 0.460085, 0.483793)
v: (-1.9e-05, 0.453908, 0.480353)
v: (0.013096, 0.495573, 0.435604)
v: (0.035394, 0.511064, 0.41274)
v: (0.026091, 0.515548, 0.42273)
v: (0.021536, 0.502814, 0.424064)
v: (0.030605, 0.503966, 0.419948)
v: (0.016629, 0.510153, 0.426995)
v: (0.015362, 0.504661, 0.426926)
v: (0.017551, 0.505836, 0.424699)
v: (0.0213, 0.505633, 0.424193)
v: (0.028116, 0.506821, 0.421432)
v: (0.030314, 0.511461, 0.417669)
v: (0.013239, 0.477973, 0.460827)
v: (0.012801, 0.503095, 0.429149)
v: (0.015215, 0.51172, 0.428514)
v: (-1.4e-05, 0.503314, 0.433516)
v: (0.034987, 0.515639, 0.414163)
v: (0.025728, 0.518664, 0.422575)
v: (0.037395, 0.521239, 0.408754)
v: (0.030746, 0.509945, 0.417224)
v: (0.025697, 0.511698, 0.422445)
v: (0.018724, 0.509133, 0.42463)
v: (-1e-06, 0.554794, 0.318697)
v: (0.005203, 0.47219, 0.477302)
v: (0.009846, 0.46956, 0.476729)
v: (0.003995, 0.469397, 0.482447)
v: (0.007114, 0.454635, 0.479248)
v: (0.009145, 0.449859, 0.474253)
v: (0.009489, 0.45927, 0.477658)
v: (0.007891, 0.459031, 0.479765)
v: (0.004756, 0.457081, 0.480877)
v: (0.00338, 0.456908, 0.483046)
v: (-2e-05, 0.456762, 0.484222)
v: (0.008865, 0.45914, 0.477796)
v: (0.007493, 0.458917, 0.479552)
v: (0.005264, 0.457423, 0.48046)
v: (0.004471, 0.461886, 0.476632)
v: (0.046414, 0.201754, -0.115778)
v: (0.073661, 0.186027, 0.194393)
v: (0.04212, 0.177794, 0.147761)
v: (0.084502, 0.179715, 0.171561)
v: (0.018228, 0.558114, 0.377101)
v: (0.014218, 0.530889, 0.420114)
v: (0.033597, 0.551501, 0.320695)
v: (0.005578, 0.481127, 0.462788)
v: (0.007734, 0.503477, 0.432019)
v: (0.023989, 0.525248, 0.420925)
v: (-1.4e-05, 0.521536, 0.427909)
v: (0.0093, 0.520959, 0.427197)
v: (0.010571, 0.513792, 0.430038)
v: (0.052831, 0.540291, 0.332873)
v: (0.091929, 0.231612, 0.184096)
v: (0.096145, 0.269312, 0.148885)
v: (0.0789, 0.290699, 0.254369)
v: (0.074799, 0.247734, 0.232035)
v: (0.042113, 0.258219, 0.220739)
v: (0.056994, 0.325536, 0.00395)
v: (0.095238, 0.264938, 0.194624)
v: (0.033226, 0.276873, 0.272032)
v: (0.057922, 0.295193, 0.26228)
v: (0.077651, 0.370008, 0.273395)
v: (0.034206, 0.334677, 0.308603)
v: (0.058829, 0.378885, 0.288199)
v: (0.046066, 0.418202, 0.337253)
v: (0.025808, 0.38555, 0.34317)
v: (0.005022, 0.439622, 0.461006)
v: (0.006215, 0.43866, 0.45283)
v: (-8e-06, 0.432622, 0.396667)
v: (0.005645, 0.441798, 0.463068)
v: (0.005837, 0.4438, 0.463198)
v: (0.007747, 0.438811, 0.42668)
v: (0.010492, 0.44104, 0.453478)
v: (0.017454, 0.443283, 0.427447)
v: (-9e-06, 0.43551, 0.406636)
v: (0.011013, 0.43826, 0.406481)
v: (0.023034, 0.446263, 0.407681)
v: (0.012123, 0.444648, 0.45447)
v: (0.019706, 0.452057, 0.430405)
v: (0.023379, 0.441896, 0.387608)
v: (0.038032, 0.469612, 0.406999)
v: (0.046462, 0.483568, 0.392611)
v: (0.051483, 0.494179, 0.380678)
v: (0.056345, 0.518471, 0.356132)
v: (0.039094, 0.457575, 0.383657)
v: (0.052844, 0.474331, 0.369135)
v: (-1.2e-05, 0.54474, 0.40644)
v: (0.03655, 0.535333, 0.402954)
v: (0.018185, 0.543039, 0.405659)
v: (0.075128, 0.387041, -0.109984)
v: (0.078057, 0.153879, -0.159423)
v: (0.048039, 0.410304, -0.104028)
v: (0.090588, 0.330862, -0.093402)
v: (0.045189, 0.420066, -0.003216)
v: (0.065465, 0.383278, -0.000983)
v: (0.045608, 0.519327, 0.389848)
v: (0.077969, 0.053451, -0.205717)
v: (0.073253, 0.404704, 0.108879)
v: (0.081537, 0.200731, -0.119)
v: (0.086466, 0.277346, -0.096475)
v: (0.045655, 0.501216, 0.39485)
v: (0.041504, 0.494312, 0.405723)
v: (0.039726, 0.512041, 0.404698)
v: (0.005881, 0.457433, 0.47922)
v: (0.005964, 0.457615, 0.479126)
v: (-1.9e-05, 0.449446, 0.47544)
v: (0.033056, 0.489816, 0.418083)
v: (0.079283, 0.122038, -0.223518)
v: (0.081739, 0.16587, -0.182306)
v: (0.091737, 0.26474, -0.147738)
v: (0.03234, 0.501161, 0.41879)
v: (0.020754, 0.492103, 0.430706)
v: (0.021181, 0.498881, 0.425642)
v: (0.031848, 0.474768, 0.41916)
v: (0.027975, 0.466121, 0.424798)
v: (0.020934, 0.456904, 0.454042)
v: (0.018259, 0.471479, 0.456921)
v: (-3e-06, 0.512055, 0.228409)
v: (0.045574, 0.499058, 0.236191)
v: (0.016564, 0.510738, 0.229531)
v: (0.067464, 0.455916, 0.264454)
v: (0.04774, 0.51958, 0.27671)
v: (0.019303, 0.526949, 0.264369)
v: (0.013952, 0.485925, 0.175215)
v: (0.079038, 0.445273, 0.185969)
v: (0.062625, 0.463011, 0.181886)
v: (0.091342, 0.36385, 0.240877)
v: (0.101425, 0.352484, 0.199316)
v: (0.091195, 0.406199, 0.236172)
v: (0.091731, 0.311457, 0.236442)
v: (0.097126, 0.339497, 0.1449)
v: (0.042439, 0.480711, 0.177789)
v: (0.093839, 0.386494, 0.145662)
v: (0.096532, 0.414571, 0.193452)
v: (0.099807, 0.29714, 0.157892)
v: (0.097207, 0.299155, 0.198269)
v: (0.006594, 0.497218, 0.438315)
v: (-1.5e-05, 0.497571, 0.438195)
v: (0.037016, 0.359766, -0.228803)
v: (-0, 0.447826, -0.005042)
v: (0.017019, 0.435807, -0.098741)
v: (0.000173, 0.441291, -0.096898)
v: (-1.2e-05, 0.225123, 0.156972)
v: (-1.4e-05, 0.264876, 0.276522)
v: (0.019455, 0.564708, 0.347981)
v: (-5e-06, 0.565745, 0.347742)
v: (0.057227, 0.513311, 0.331201)
v: (0.070248, 0.007765, 0.173913)
v: (0.057171, 0.015257, 0.215499)
v: (0.086653, 0.008926, 0.201319)
v: (0.08477, 0.002109, 0.202831)
v: (0.07483, 0.043028, 0.157581)
v: (0.07112, 0.050768, 0.18452)
v: (0.080739, 0.047096, 0.166229)
v: (0.06613, 0.040982, 0.154638)
v: (0.07793, 0.050026, 0.177898)
v: (0.057713, 0.046416, 0.165032)
v: (0.061016, 0.049735, 0.180282)
v: (0.064802, 0.050624, 0.185921)
v: (0.071645, 0.028713, 0.203284)
v: (0.059209, 0.02106, 0.193037)
v: (0.058146, 0.008485, 0.177694)
v: (0.060624, 0.006167, -0.218811)
v: (0.058835, 0.029025, -0.205849)
v: (0.071898, 0.041122, -0.195337)
v: (0.067704, 0.049987, -0.228567)
v: (0.081385, 0.050777, -0.218005)
v: (0.077448, 0.049259, -0.227498)
v: (0.089067, 0.0023, -0.194543)
v: (0.056847, 0.017116, -0.181306)
v: (0.07681, 0.001771, -0.156499)
v: (0.074271, 0.001674, -0.178663)
v: (0.05716, 0.000958, -0.178579)
v: (0.087151, 0.002599, -0.221461)
v: (0.072739, 0.004889, -0.222808)
v: (0.074064, 0.032103, -0.16704)
v: (0.075881, 0.019928, -0.157467)
v: (0.066898, 0.028799, -0.170756)
v: (0.067153, 0.014759, -0.160237)
v: (0.068651, 0.001431, -0.160994)
v: (0.065122, 0.034726, -0.196501)
v: (0.058951, 0.012745, -0.165408)
v: (0.059525, 0.001051, -0.165197)
v: (0.093373, 0.01336, -0.176019)
v: (0.084844, 0.029644, -0.206541)
v: (0.078741, 0.036597, -0.199605)
v: (0.082015, 0.026222, -0.174483)
v: (0.086585, 0.015595, -0.163932)
v: (0.086473, 0.002178, -0.163373)
v: (0.093709, 0.002487, -0.176104)
v: (0.090189, 0.023415, -0.179827)
v: (0.090238, 0.009911, -0.196806)
v: (0.077802, 0.207978, 0.127068)
v: (0.050793, 0.207882, 0.13496)
v: (0.049519, 0.206454, 0.200331)
v: (0.069609, 0.214922, 0.210489)
v: (0.072578, 0.196709, -0.201813)
v: (0.053507, 0.195139, -0.204393)
v: (0.007355, 0.448511, 0.464725)
v: (0.014322, 0.453666, 0.442423)
v: (0.019386, 0.466429, 0.403296)
v: (0.006248, 0.444087, 0.455142)
v: (0.010567, 0.449741, 0.431142)
v: (0.017852, 0.461557, 0.397424)
v: (0.003639, 0.443259, 0.459311)
v: (-1.7e-05, 0.442672, 0.460639)
v: (0.012302, 0.473236, 0.409404)
v: (-1e-05, 0.484233, 0.406055)
v: (-7e-06, 0.488759, 0.381131)
v: (0.005198, 0.453891, 0.454775)
v: (0.02472, 0.507488, 0.420301)
v: (0.02738, 0.509188, 0.41844)
v: (0.019272, 0.507616, 0.421574)
v: (0.020971, 0.506837, 0.42143)
v: (0.027078, 0.510102, 0.418493)
v: (0.023431, 0.510738, 0.420881)
v: (0.019914, 0.509499, 0.421218)
v: (0.024534, 0.231763, 0.187222)
v: (0.025459, 0.242238, 0.228105)
v: (0.027425, 0.232512, 0.157775)
v: (0.054281, 0.277986, 0.084133)
v: (0.070723, 0.397685, 0.073179)
v: (0.065578, 0.31897, 0.08228)
v: (0.029868, 0.254582, 0.084243)
v: (1e-06, 0.23819, 0.080469)
v: (0.042365, 0.435613, 0.074744)
v: (2e-06, 0.459625, 0.069609)
v: (0.014784, 0.454045, 0.072139)
v: (0.009534, 0.454057, 0.44191)
v: (0.018678, 0.457585, 0.38816)
v: (0.013592, 0.466454, 0.403048)
v: (0.016002, 0.473452, 0.394862)
v: (-1.7e-05, 0.440341, 0.462929)
v: (0.013848, 0.451098, 0.431684)
v: (0.009518, 0.443963, 0.454931)
v: (0.020289, 0.456165, 0.407537)
v: (0.00502, 0.443481, 0.46115)
v: (0.006674, 0.455302, 0.468866)
v: (0.013306, 0.46017, 0.448142)
v: (0.018138, 0.464546, 0.416858)
v: (-1.8e-05, 0.454795, 0.471291)
v: (0.022542, 0.464991, 0.408902)
v: (3e-06, 0.441734, 0.309694)
v: (0.033809, 0.454141, 0.400398)
v: (0.024935, 0.458987, 0.412798)
v: (0.051445, 0.574116, 0.366637)
v: (0.048148, 0.581546, 0.373378)
v: (0.059526, 0.484631, 0.310487)
v: (0.007099, 0.451369, 0.429727)
v: (0.008181, 0.451511, 0.429557)
v: (-1.1e-05, 0.44385, 0.416627)
v: (-1.6e-05, 0.444988, 0.458608)
v: (0.003639, 0.445589, 0.457284)
v: (0.005074, 0.445507, 0.455124)
v: (0.005765, 0.448208, 0.455149)
v: (0.004649, 0.448244, 0.458463)
v: (-1.7e-05, 0.447598, 0.459774)
v: (-1.6e-05, 0.447146, 0.45408)
v: (-1.1e-05, 0.450745, 0.420223)
v: (-8e-06, 0.45651, 0.389665)
v: (0.012724, 0.463629, 0.396547)
v: (0.008271, 0.454651, 0.429717)
v: (0.028221, 0.55185, 0.38586)
v: (-0.086867, 0.017899, 0.217321)
v: (-0.088732, 0.001953, 0.219688)
v: (-0.082029, 0.001866, 0.231186)
v: (-0.082539, 0.010945, 0.229833)
v: (-0.080115, 0.020852, 0.222762)
v: (-0.078707, 0.024867, 0.197673)
v: (-0.083718, 0.021283, 0.190898)
v: (-0.088759, 0.009077, 0.22018)
v: (-0.058604, 0.001884, 0.22941)
v: (-0.058605, 0.010511, 0.229583)
v: (-0.065775, 0.024282, 0.201357)
v: (-0.066788, 0.001851, 0.233222)
v: (-0.066464, 0.010994, 0.232855)
v: (-0.064111, 0.022156, 0.225774)
v: (-0.074266, 0.01458, 0.237264)
v: (-0.073755, 0.025564, 0.229369)
v: (-0.083991, 0.00739, 0.180859)
v: (-0.057338, 0.001986, 0.217143)
v: (-0.073083, 0.001994, 0.216028)
v: (-0.074341, 0.001813, 0.237582)
v: (-0.055378, 0.505304, 0.361859)
v: (-0.049193, 0.531312, 0.382674)
v: (-0.042033, 0.543214, 0.385503)
v: (-0.044418, 0.583553, 0.371581)
v: (-0.054081, 0.557934, 0.372396)
v: (-0.052783, 0.570518, 0.373834)
v: (-0.042266, 0.579122, 0.360969)
v: (-0.05264, 0.541469, 0.370884)
v: (-0.048646, 0.580007, 0.376877)
v: (-0.037718, 0.582518, 0.378073)
v: (-0.045445, 0.583482, 0.377194)
v: (-0.040594, 0.571362, 0.348317)
v: (-0.053492, 0.562423, 0.355965)
v: (-0.037637, 0.582615, 0.371816)
v: (-0.032323, 0.579299, 0.366655)
v: (-0.026792, 0.573687, 0.358824)
v: (-0.029726, 0.576529, 0.376992)
v: (-0.024602, 0.568794, 0.376512)
v: (-0.050341, 0.570781, 0.373639)
v: (-0.050449, 0.558204, 0.372322)
v: (-0.042858, 0.547824, 0.37263)
v: (-0.032941, 0.574929, 0.376813)
v: (-0.039521, 0.581248, 0.377826)
v: (-0.044153, 0.581599, 0.377502)
v: (-0.046625, 0.579148, 0.376921)
v: (-0.029701, 0.566256, 0.376436)
v: (-0.029257, 0.556376, 0.37647)
v: (-0.045311, 0.569928, 0.367718)
v: (-0.041414, 0.552368, 0.369452)
v: (-0.034815, 0.572379, 0.36941)
v: (-0.041395, 0.575067, 0.37024)
v: (-0.046059, 0.560673, 0.368297)
v: (-0.033147, 0.565669, 0.370237)
v: (-0.032966, 0.556959, 0.370627)
v: (-0.040275, 0.557663, 0.357837)
v: (-0.041832, 0.56669, 0.358702)
v: (-0.037869, 0.552498, 0.357009)
v: (-0.037719, 0.5678, 0.358773)
v: (-0.040447, 0.570128, 0.359927)
v: (-0.034703, 0.560015, 0.358276)
v: (-0.033676, 0.554924, 0.357645)
v: (-0.032348, 0.121943, -0.344488)
v: (-0.034958, 0.209474, -0.168876)
v: (-0.049631, 0.215499, -0.205599)
v: (-0.066272, 0.323568, -0.211912)
v: (-0.073325, 0.370558, -0.085766)
v: (-0.082198, 0.336508, -0.072416)
v: (-0.073085, 0.217743, -0.201487)
v: (-0.041966, 0.203133, -0.131343)
v: (-0.061618, 0.199392, -0.105537)
v: (-0.071976, 0.175238, -0.201185)
v: (-0.051411, 0.15864, -0.16897)
v: (-0.049693, 0.167567, -0.187342)
v: (-0.057346, 0.174382, -0.202291)
v: (-0.062571, 0.124877, -0.233999)
v: (-0.067692, 0.111294, -0.19132)
v: (-0.05826, 0.123496, -0.228973)
v: (-0.057772, 0.118156, -0.209613)
v: (-0.072243, 0.12497, -0.234186)
v: (-0.060091, 0.052514, -0.211562)
v: (-0.060293, 0.05161, -0.22355)
v: (-0.071018, 0.055517, -0.199556)
v: (-0.031478, 0.240679, 0.183483)
v: (-0.034144, 0.237717, 0.157455)
v: (-0.091104, 0.232847, 0.139371)
v: (-0.052378, 0.179156, 0.191414)
v: (-0.041414, 0.177772, 0.172303)
v: (-0.084747, 0.181445, 0.143801)
v: (-0.073954, 0.182759, 0.13064)
v: (-0.053743, 0.178024, 0.133627)
v: (-0.072322, 0.109002, 0.174307)
v: (-0.060038, 0.108265, 0.176899)
v: (-0.057144, 0.107337, 0.135605)
v: (-0.070829, 0.107998, 0.13359)
v: (-0.076831, 0.109523, 0.16527)
v: (-0.078239, 0.109095, 0.143875)
v: (-0.071658, 0.077106, 0.177302)
v: (-0.061421, 0.077012, 0.179365)
v: (-0.07081, 0.073789, 0.139907)
v: (-0.05862, 0.073337, 0.141654)
v: (-0.057678, 0.075589, 0.172785)
v: (-0.053654, 0.073378, 0.154407)
v: (-0.075804, 0.075864, 0.17)
v: (-0.077128, 0.074675, 0.150999)
v: (-0.060158, 0.272847, 0.119984)
v: (-0.013911, 0.261283, -0.158036)
v: (-0.0242, 0.285507, -0.219742)
v: (-0.019328, 0.271343, -0.103845)
v: (-0.04404, 0.307424, -0.06741)
v: (-3e-06, 0.267353, -0.151528)
v: (-0.063342, 0.377878, -0.073344)
v: (3e-06, 0.465338, 0.105524)
v: (-0.014594, 0.46, 0.109446)
v: (-0.016329, 0.293492, -0.327756)
v: (-0.023071, 0.119836, -0.3388)
v: (-0.023213, 0.215124, -0.289895)
v: (-0.041624, 0.294636, -0.312753)
v: (-0.040868, 0.216608, -0.300734)
v: (-0.023065, 0.087678, -0.382689)
v: (-0.037765, 0.294493, -0.260122)
v: (-0.026041, 0.346161, -0.236802)
v: (-0.016933, 0.367274, -0.229303)
v: (-0.000917, 0.396167, -0.248045)
v: (-0.003263, 0.359042, -0.22611)
v: (-0.039762, 0.125807, -0.356543)
v: (-0.053603, 0.221196, -0.325754)
v: (-0.021656, 0.380646, -0.238144)
v: (-0.069341, 0.388047, -0.160957)
v: (-0.085504, 0.395521, 0.126179)
v: (-0.050185, 0.295173, -0.289691)
v: (-0.035552, 0.355239, -0.25877)
v: (-0.089726, 0.32587, -0.148233)
v: (-0.066449, 0.336452, -0.061816)
v: (-0.08853, 0.31054, 0.122065)
v: (2e-06, 0.254131, 0.004477)
v: (-0.064831, 0.149116, -0.149855)
v: (-0.042004, 0.289091, 0.01009)
v: (-0.068192, 0.276103, -0.209873)
v: (-0.087393, 0.208989, -0.158299)
v: (-0.061734, 0.294531, -0.081007)
v: (-0.057471, 0.375218, -0.213219)
v: (-0.02667, 0.319845, -0.228022)
v: (-0.013672, 0.407821, -0.223361)
v: (-6e-06, 0.296746, -0.209489)
v: (-0.018892, 0.366045, -0.229916)
v: (-0.056165, 0.108199, 0.168972)
v: (-0.054299, 0.107708, 0.147947)
v: (-0.069704, 0.315976, 0.120161)
v: (-0.035601, 0.414065, -0.163122)
v: (-0.041003, 0.443149, 0.112259)
v: (-0.026739, 0.39404, -0.214907)
v: (-0.060331, 0.113802, -0.196396)
v: (-0.076866, 0.114793, -0.199634)
v: (-0.064313, 0.053916, -0.203464)
v: (-0.018384, 0.264046, 0.007447)
v: (-0.054594, 0.152702, -0.157194)
v: (-0.020106, 0.289264, -0.07506)
v: (-0.031922, 0.282376, -0.09182)
v: (-0.035599, 0.130242, -0.365069)
v: (-0.02911, 0.360561, -0.273367)
v: (-0.016979, 0.391168, -0.243626)
v: (-0.01446, 0.429673, -0.164549)
v: (-0.015169, 0.441771, -0.005394)
v: (-0.045651, 0.225256, -0.345012)
v: (-0.078585, 0.24314, 0.122576)
v: (-0.048188, 0.229793, 0.138252)
v: (-0.035736, 0.250154, 0.134943)
v: (3e-06, 0.230686, 0.130914)
v: (-0.080629, 0.432025, 0.252371)
v: (-2e-05, 0.46643, 0.485835)
v: (-1.3e-05, 0.53327, 0.419472)
v: (-0.019775, 0.448212, 0.443552)
v: (-1.8e-05, 0.44512, 0.467916)
v: (-0.010801, 0.445726, 0.454887)
v: (-0.01778, 0.453101, 0.431187)
v: (-0.022196, 0.457693, 0.41618)
v: (-0.007293, 0.443893, 0.465077)
v: (-0.017406, 0.447374, 0.443077)
v: (-0.025219, 0.459242, 0.413123)
v: (-0.027306, 0.456056, 0.415138)
v: (-0.031232, 0.459237, 0.411845)
v: (-0.030559, 0.458276, 0.411112)
v: (-1.7e-05, 0.443916, 0.464794)
v: (-0.00855, 0.443685, 0.46809)
v: (-1.7e-05, 0.442021, 0.464434)
v: (-1.7e-05, 0.43905, 0.461476)
v: (-1.5e-05, 0.437289, 0.452864)
v: (-1.2e-05, 0.436967, 0.426429)
v: (-1.7e-05, 0.444341, 0.464383)
v: (-0.005626, 0.444611, 0.462967)
v: (-0.012424, 0.465997, 0.476049)
v: (-0.011725, 0.460718, 0.475329)
v: (-0.00699, 0.467225, 0.483539)
v: (-0.008031, 0.463957, 0.484082)
v: (-0.007664, 0.460085, 0.483791)
v: (-0.013125, 0.495572, 0.435601)
v: (-0.035418, 0.511062, 0.412731)
v: (-0.026118, 0.515547, 0.422723)
v: (-0.021562, 0.502813, 0.424059)
v: (-0.03063, 0.503965, 0.419939)
v: (-0.016657, 0.510153, 0.42699)
